questions,answers
"Explain what a feature map is and how it allows for nonlinear models to be estimated within the framework of linear least-squares.
","A feature map is a function $\phi: \mathbb{R}^{\ell} \rightarrow \mathbb{R}^{d}$ that maps each raw data point $\mathbf{x} \in \mathbb{R}^{\ell}$ into a vector of features $\phi(\mathbf{x})$. It allows for nonlinear models to be estimated within the framework of linear least-squares by transforming the input data into a higher-dimensional space where a linear model can be fitted. This is feasible because the model remains linear in terms of the new feature space, even though it may represent a nonlinear relationship in the original input space if the feature map $\phi$ is nonlinear.

"
"Define basis functions in the context of the feature map and explain their role in the hypothesis function $h_{\mathbf{w}}(\mathbf{x})$.
","Basis functions are the component functions $\phi_{j}$ that comprise the feature map $\phi$. In the context of feature engineering, the hypothesis function $h_{\mathbf{w}}(\mathbf{x})$ is expressed as a linear combination of these basis functions, written as $h_{\mathbf{w}}(\mathbf{x})=\mathbf{w}^{\top} \boldsymbol{\phi}(\mathbf{x})$. The basis functions are essential because they determine the form of the features and thus shape the ability of the hypothesis function to model complex relationships between inputs and outputs.

"
"In the example of fitting ellipses, describe the formulation of the least-squares problem and state the resulting feature map $\phi$ used in this context.
","In the example of fitting ellipses, the least-squares problem is formulated as $\min _{\mathbf{w}}\|\boldsymbol{\Phi} \mathbf{w}-\mathbf{1}\|_{2}^{2}$, where $\boldsymbol{\Phi}$ is a matrix with each row representing the transformed features of a data point, and $\mathbf{1}$ is a vector of ones representing the constant value of the ellipse equation. The resulting feature map $\phi$ used in this context is $\boldsymbol{\phi}(\mathbf{x})=\left(x_{1}^{2}, x_{2}^{2}, x_{1} x_{2}, x_{1}, x_{2}\right)$, which represents the nonlinear transformation of the original data points into the feature space that corresponds to the terms in the ellipse equation.

"
"Discuss the concept of polynomial features and their significance as universal approximators, referencing Taylor's theorem for the approximation error.
","Polynomial features are an important class of features that consist of monomials of various degrees and dimensions. They are significant because any smooth function can be approximated arbitrarily closely by some polynomial, which is supported by Taylor's theorem that gives more precise statements about the approximation error. Polynomials are considered universal approximators because of their ability to approximate a wide range of functions to any desired degree of accuracy, making them a powerful tool in regression and machine learning for capturing complex relationships in data."
"Define hyperparameters in the context of machine learning models and what are the two categories they tend to fall into?
","Hyperparameters are decision variables that determine the structure of the model or the optimization procedure and are not optimized during the data-fitting process. They tend to fall into two categories: model hyperparameters, which determine the structure of the model (such as model order $d$ in hypothesis functions), and optimization hyperparameters, which are aspects of the optimization procedure used to fit the model (such as the regularization weight $\lambda$ in ridge regression).

"
"Describe the concept of empirical risk minimization and how it relates to the true error of a hypothesis.
","Empirical risk minimization involves minimizing a measure of how poorly a hypothesis fits the available data, typically through a loss function. The empirical risk (or training error) is the average loss over the training samples. However, since this is based on limited samples, it may not accurately represent the true error, which is the expected loss over the entire data distribution. The hypothesis that performs best on training data may not necessarily be the best overall due to the potential for overfitting.

"
"Explain the purpose of a validation set in machine learning and how it helps in selecting hyperparameter values.
","A validation set is a portion of data set aside from the training set and is used to estimate the true error of a hypothesis model. It helps in avoiding overfitting, which can occur when a model is trained and evaluated on the same data points. Hyperparameter values can be chosen by testing various configurations and selecting the one that yields the lowest validation error, ostensibly indicating better generalization.

"
"What is the effect of increasing model order on training error and true error in the context of linear models?
","Increasing the model order by adding more features to a linear model will only decrease the training error, since the optimizer can set weights of unnecessary features to zero. Initially, adding more features may reduce the true error if the features are useful predictors. However, after a certain point, adding too many features causes the model to fit noise in the training data, leading to overfitting and an increase in true error.

"
"Discuss the effect of regularization weight $\lambda$ on training error in the context of ridge regression.
","In ridge regression, increasing the regularization weight $\lambda$ places less emphasis on minimizing training error and more on reducing the magnitude of the parameters. If $\lambda=0$, the problem reduces to ordinary least squares, focusing purely on minimizing training error. As $\lambda$ increases, the training error typically worsens as the model is constrained to have smaller parameter values, which may not fit the training data as closely but can help prevent overfitting.

"
"Explain the concept and computational implications of $k$-fold cross-validation in machine learning.
","$k$-fold cross-validation is a technique used to more efficiently use data and avoid the ""data incest"" problem. It involves partitioning the data into $k$ blocks, repeatedly training the model on all data except one block and evaluating it on that held-out block, and then averaging the validation errors from each iteration. This ensures each data point is used for both training and validation but never simultaneously. It requires roughly $k$ times as much computation as using a held-out validation set, which can be expensive for large models or datasets.

"
"In the context of probabilistic models, explain the assumption made about the noise in the observations.
","In probabilistic models, it is assumed that the noise in the observations, denoted by $Z_i$, has a zero mean, indicating no systematic bias. Additionally, the noise is often assumed to be independent and identically distributed (i.i.d) with a specific distribution, commonly Gaussian: $Z_i \sim \mathcal{N}(0, \sigma^2)$. This assumption implies that the observations $Y_i$ are also random variables with a Gaussian distribution centered around the true model's output for the given input.

"
"Justify the use of the $\ell^2$ norm in regression models through the lens of Maximum Likelihood Estimation (MLE).
","The use of the $\ell^2$ norm in regression models is justified by Maximum Likelihood Estimation (MLE) when the noise in the observations is assumed to be Gaussian. MLE seeks to find the model parameters that maximize the likelihood of observing the given data. Under the assumption of Gaussian noise, maximizing the likelihood is equivalent to minimizing the sum of squared differences between the observed values and the model's predictions, which corresponds to the $\ell^2$ norm.

"
"How does Maximum a Posteriori (MAP) Estimation differ from MLE, and what is the probabilistic justification for Ridge Regression?
","Maximum a Posteriori (MAP) Estimation differs from MLE in that it incorporates a prior belief about the model parameters, represented by the prior distribution $p(\boldsymbol{\theta})$. MAP maximizes the posterior probability of the model given the data, which, by Bayes' Rule, is proportional to the likelihood of the data given the model multiplied by the prior. In the context of linear regression with Gaussian noise and priors, MAP leads to Ridge Regression, as it minimizes the sum of squared residuals with an additional penalizing term proportional to the squares of the model parameters, providing a probabilistic justification for the penalized ridge term.

"
"What factors influence the performance of MAP estimation compared to MLE, and how is the decision influenced by the choice of prior?
","The performance of MAP estimation compared to MLE is influenced by the choice of prior distribution for the model parameters. If the prior accurately reflects the true underlying model parameters, MAP can lead to more accurate and less variable (i.e., less likely to overfit) estimates than MLE. However, if the prior is poorly chosen and does not match the true model, MAP can result in worse estimates than MLE. The decision on the prior should be based on domain knowledge or empirical evidence, and cross-validation can be used to compare different priors and determine which works best in practice."
"Define the concept of the Bias-Variance Tradeoff in the context of supervised learning and then explain how it relates to the effectiveness of a hypothesis model.
","The Bias-Variance Tradeoff in supervised learning refers to the problem of simultaneously minimizing two sources of errors that prevent supervised learning algorithms from generalizing beyond their training set: the bias and the variance. Bias is the error introduced by approximating a real-world problem (which may be complex) by a model that is too simple to capture the underlying structure. Variance refers to the error introduced by sensitivity to small fluctuations in the training set. High variance can cause an algorithm to model the random noise in the training data rather than the intended outputs. The tradeoff is that minimizing one of these errors can lead to an increase in the other, hence it is a balancing act to achieve the lowest possible total error. The effectiveness of a hypothesis model in this context is measured by how well it achieves a good balance between bias and variance, minimizing the total error on unseen data.

"
"What is the significance of the expected squared error in the context of evaluating hypothesis models in regression, and how is it mathematically expressed?
","The expected squared error is used as a theoretical metric to evaluate how closely a hypothesis model can estimate the noisy observation corresponding to a fixed input in regression. It is significant because it quantifies the effectiveness of the hypothesis model, considering both the noise in the measurements and the variability of the model predictions due to different training datasets. It is mathematically expressed as the expected value of the squared difference between the hypothesis prediction and the noisy observation, which can be written as:
$$
\varepsilon(\mathbf{x} ; h)=\mathbb{E}\left[(h(\mathbf{x} ; \mathcal{D})-Y)^{2}\right]
$$
This metric, however, is theoretical and cannot be measured directly in real life but can be approximated via empirical experiments.

"
"Define the bias-variance decomposition and then derive and interpret its components based on the given passage.
","The bias-variance decomposition is a mathematical framework that allows us to express the expected squared error of a hypothesis model as the sum of three distinct parts: the squared bias, the variance, and the irreducible error. The decomposition helps in understanding different aspects of the prediction error and is given by:
$$
\varepsilon(\mathbf{x} ; h) = (\mathbb{E}[h(\mathbf{x} ; \mathcal{D})]-f(\mathbf{x}))^{2} + \operatorname{Var}(h(\mathbf{x} ; \mathcal{D})) + \operatorname{Var}(Z)
$$
where $(\mathbb{E}[h(\mathbf{x} ; \mathcal{D})]-f(\mathbf{x}))^{2}$ represents the squared bias of the method, $\operatorname{Var}(h(\mathbf{x} ; \mathcal{D}))$ is the variance of the method, and $\operatorname{Var}(Z)$ is the irreducible error due to noise in the observation. The squared bias measures the error caused by the simplifying assumptions of the model, the variance measures the error introduced by the model's complexity (sensitivity to training data), and the irreducible error represents the noise inherent in the data that cannot be reduced by any model.

"
"Describe the relationship between model complexity, bias, and variance, and explain how this relationship is reflected in empirical experiments as mentioned in the notes.
","As model complexity increases, the bias typically decreases because the model can fit the training data more closely, capturing more of the underlying structure. However, increased complexity often leads to higher variance because the model becomes too sensitive to the training data, potentially fitting the noise rather than the true signal. Empirical experiments reflect this relationship by showing that more complex models (like high-degree polynomials) can have very low bias but suffer from high variance, indicating overfitting. Conversely, overly simple models (like a constant model) exhibit high bias and may have lower variance, indicating underfitting. These relationships are empirically observed by fitting models of different complexities to multiple training sets and measuring the average bias and variance across these fits."
"Define the concept of a Multivariate Gaussian Distribution and a Jointly Gaussian Random Vector. How can one derive the probability density function of a Jointly Gaussian Random Vector?
","A Multivariate Gaussian Distribution, also known as a Jointly Gaussian Random Vector, is a generalization of the Gaussian distribution to multiple dimensions. A random vector $\mathbf{Z}=\left(Z_{1}, Z_{2}, \ldots, Z_{k}\right)$ is referred to as Jointly Gaussian if it can be represented as a linear transformation of a base random vector $\mathbf{U}=\left(U_{1}, U_{2}, \ldots, U_{l}\right)$, whose components are independent standard normal random variables, plus a mean vector $\boldsymbol{\mu}$. The probability density function of a Jointly Gaussian Random Vector is derived by establishing a relationship between the probability density functions of the base random vector $\mathbf{U}$ and the transformed random vector $\mathbf{Z}$. This involves incorporating the change of variables constant, which is the absolute value of the determinant of the transformation matrix $\mathbf{R}$. The final density function is expressed as a function of the determinant of the covariance matrix $\boldsymbol{\Sigma}$ and the inverse of this covariance matrix.

"
"What is the importance of the covariance matrix $\boldsymbol{\Sigma}$ in the context of a Jointly Gaussian Random Vector, and how is it related to the transformation matrix $\mathbf{R}$?
","The covariance matrix $\boldsymbol{\Sigma}$ is a critical component in defining a Jointly Gaussian Random Vector as it determines the shape, orientation, and scale of the distribution in the multidimensional space. It is related to the transformation matrix $\mathbf{R}$ through the equation $\boldsymbol{\Sigma} = \mathbf{R} \mathbf{R}^{\top}$. This relationship arises from the expectation of the outer product of the difference between the random vector $\mathbf{Z}$ and its mean $\boldsymbol{\mu}$, which is equal to the product of the transformation matrix $\mathbf{R}$, the identity matrix (since $\mathbf{U}$ has a standard normal distribution), and the transpose of $\mathbf{R}$. The covariance matrix thus captures the variance along each dimension and the covariance between dimensions.

"
"In the proof of $(1) \Longrightarrow(3)$ for a Jointly Gaussian Random Vector, why is it incorrect to assume that $f_{\mathbf{U}}(\mathbf{u})=f_{\mathbf{Z}}(\mathbf{R u})$, and what is the correct relationship between these probability density functions?
","It is incorrect to assume that $f_{\mathbf{U}}(\mathbf{u})=f_{\mathbf{Z}}(\mathbf{R u})$ because this does not take into account the change of variables resulting from the transformation applied by the matrix $\mathbf{R}$. The correct relationship accounts for the change of variables constant, which is $|\operatorname{det}(\mathbf{R})|$, leading to the formula $f_{\mathbf{U}}(\mathbf{u})=|\operatorname{det}(\mathbf{R})| f_{\mathbf{Z}}(\mathbf{R} \mathbf{u})$. This adjustment ensures that the probabilities in the original and transformed spaces are consistent.

"
"Explain the significance of the covariance matrix $\boldsymbol{\Sigma}$ when visualizing a multivariate Gaussian distribution and how the spectral theorem is applied in this context.
","The covariance matrix $\boldsymbol{\Sigma}$ determines the shape and orientation of the isocontours of a multivariate Gaussian distribution, which are the sets of points with equal probability density. By applying the spectral theorem, $\boldsymbol{\Sigma}$ can be decomposed into $\mathbf{V} \boldsymbol{\Lambda} \mathbf{V}^{T}$, where $\mathbf{V}$ consists of orthonormal basis vectors and $\boldsymbol{\Lambda}$ is a diagonal matrix containing the eigenvalues. These eigenvalues and eigenvectors define the length and direction of the axes of the ellipsoid representing the isocontours of the distribution. The lengths of the axes are given by the square roots of the eigenvalues, and the directions of the axes are given by the eigenvectors.

"
"Describe the relationship between the independence of random vectors $\mathbf{X}$ and $\mathbf{Y}$ and their covariance in the context of a Jointly Gaussian distribution. Under what condition can one conclude that $\mathbf{X}$ and $\mathbf{Y}$ are independent?
","In the context of a Jointly Gaussian distribution, if the random vectors $\mathbf{X}$ and $\mathbf{Y}$ are uncorrelated, which means their cross-covariance matrices $\boldsymbol{\Sigma}_{\mathbf{X Y}}$ and $\boldsymbol{\Sigma}_{\mathbf{Y X}}$ are zero matrices, then $\mathbf{X}$ and $\mathbf{Y}$ are independent. This is because the conditional distribution of one vector given the other does not depend on the value of the other vector, leading to a factorization of the joint probability density function into the product of the marginal densities. This property is specific to Jointly Gaussian distributions and does not generally apply to all random vectors."
"Define Maximum Likelihood Estimation (MLE) and explain how it is applied to the problem of linear regression.
","Maximum Likelihood Estimation (MLE) is a method for estimating the parameters of a statistical model. It works by finding the values of the model parameters that maximize the likelihood function, which measures how well the model explains the observed data. In the context of linear regression, MLE is applied by assuming that the observed outputs are the true underlying outputs corrupted by Gaussian noise. The goal is to find the regression coefficients that maximize the likelihood of the observed data under this Gaussian noise model.

"
"Define the concept of i.i.d. (independent and identically distributed) as it pertains to noise in the context of linear regression models.
","In the context of linear regression models, i.i.d. refers to the assumption that each noise term associated with the observations is independent of the others and follows the same probability distribution. This is important for simplifying the estimation of the model parameters, as it allows for the assumption that the noise has a consistent effect across all observations.

"
"What is the relationship between the ridge regression estimate and the MAP (Maximum A Posteriori) formulation?
","The ridge regression estimate can be derived from the MAP formulation by assuming that the model parameters (weights) follow a Gaussian prior distribution. Specifically, if the weights are assumed to be i.i.d. Gaussian with mean zero and a certain variance, the ridge regression estimate is obtained by maximizing the posterior probability of the weights given the observed data, which is equivalent to minimizing a penalized least squares objective.

"
"Explain the concept of Weighted Least Squares (WLS) and its optimization problem formulation.
","Weighted Least Squares (WLS) is a variation of the ordinary least squares method where each data point contributes to the loss function with a different weight, reflecting the different levels of confidence or importance of the points. The optimization problem for WLS seeks to minimize the sum of the weighted residuals squared, where each residual is multiplied by its corresponding weight. Mathematically, this is expressed as finding the argument that minimizes the expression \((\mathbf{y}-\mathbf{X} \mathbf{w})^{\top} \mathbf{\Omega}(\mathbf{y}-\mathbf{X} \mathbf{w})\), where \(\mathbf{\Omega}\) is a diagonal matrix containing the weights for each data point.

"
"How does the probabilistic view of Weighted Least Squares (WLS) account for varying noise levels in the observations?
","In the probabilistic view of Weighted Least Squares (WLS), the varying noise levels in the observations are modeled by assuming that the noise terms \(Z_i\) are independent Gaussian random variables with different variances \(\sigma_{i}^{2}\). To account for the varying noise levels, the data and the noise terms are scaled by the reciprocal of their standard deviations, resulting in scaled noise variables that are i.i.d. Gaussian with mean zero and unit variance. This allows the problem to be transformed into a Maximum Likelihood Estimation (MLE) problem with i.i.d. noise, where the weights in the WLS formulation correspond to the inverse of the noise variances.

"
"Describe how changing coordinates can simplify the problem of non-i.i.d. noise and parameters in regression models.
","Changing coordinates in the context of regression models with non-i.i.d. noise and parameters involves applying a linear transformation to the data and the model parameters in order to reduce the problem to an i.i.d. case. This is achieved by premultiplying the data matrix and observation vector by the inverse square root of the noise covariance matrix, transforming the problem into one with i.i.d. noise. Similarly, for the parameters, a reparameterization trick can be used to express the non-i.i.d. Gaussian parameters as an affine transformation of a standard Gaussian variable. These techniques allow the original estimation methods for i.i.d. cases to be used for solving the more complex non-i.i.d. scenarios.

"
"What is Generalized Least Squares (GLS) and how does it differ from the ordinary least squares (OLS) and weighted least squares (WLS)?
","Generalized Least Squares (GLS) is an extension of ordinary least squares (OLS) that accounts for correlations between the noise variables across different observations. Unlike OLS, which assumes that the noise is uncorrelated and homoscedastic (having the same variance), GLS allows for heteroscedasticity (different variances) and correlations between the noise variables. This is modeled by specifying a covariance matrix for the noise terms. In GLS, the goal is to find the regression coefficients that minimize the Mahalanobis distance between the observed and predicted values, weighted by the inverse of the noise covariance matrix. This differs from WLS, which also allows for heteroscedasticity but assumes that the noise variables are uncorrelated.

"
"Define Tikhonov regularization and explain its relation to ridge regression.
","Tikhonov regularization, also known as ridge regression, is a technique used to deal with the problem of multicollinearity in linear regression by introducing a penalty term to the loss function. The penalty term is proportional to the square of the magnitude of the coefficients, which shrinks the coefficients towards zero. This regularization technique is particularly useful when the predictor variables are highly correlated or the design matrix is ill-conditioned. In Tikhonov regularization, the regularized solution is obtained by minimizing the sum of the squared residuals and the squared L2-norm of the coefficients, and it can be seen as a MAP estimation problem with a Gaussian prior on the regression coefficients.

"
"In the context of MAP estimation with dependent parameters, how does the covariance matrix of the parameters' prior affect the estimate of the weights?
","In MAP estimation with dependent parameters, the covariance matrix of the parameters' prior reflects the beliefs about the variances and correlations among the parameters before observing the data. When the prior variances of certain parameters are large, this indicates that those parameters may take on a wide range of values and should not be penalized heavily in the estimation process. Conversely, small prior variances suggest that the parameters are expected to be close to their mean values, leading to a higher penalty for deviations from those means. This covariance matrix acts as a precision matrix in the regularization term, affecting the balance between the fit to the data and the adherence to the prior distribution in the estimation of the weights."
"Define the Ridge Regression problem and its solution in the context of machine learning. How is the solution for the optimal weight vector $\mathbf{w}^{*}$ derived in ridge regression?
","Ridge Regression is a method used in machine learning to prevent overfitting and to deal with collinearity in the data by adding a regularization term to the least squares objective. The optimal weight vector $\mathbf{w}^{*}$ is derived by minimizing the regularized least squares objective function, which includes a penalty proportional to the square of the magnitude of the coefficients (L2 penalty). The solution for $\mathbf{w}^{*}$ in ridge regression is given by the formula $\mathbf{w}^{*}=\left(\boldsymbol{\Phi}^{\top} \boldsymbol{\Phi}+\lambda \mathbf{I}\right)^{-1} \boldsymbol{\Phi}^{\top} \mathbf{y}$, where $\boldsymbol{\Phi}$ is the feature matrix, $\mathbf{y}$ is the vector of target values, $\lambda$ is the regularization parameter, and $\mathbf{I}$ is the identity matrix.

"
"Explain the concept of ""augmented features"" and the computational challenge they pose in the context of ridge regression. How does the number of augmented features $d$ relate to the dimensionality of the raw data $\ell$ and the degree of polynomial features $p$?
","In the context of ridge regression, ""augmented features"" refer to the new features created by applying a feature map to the original raw features to potentially capture more complex relationships in the data. This augmentation can lead to a very high-dimensional feature space, especially when polynomial features of degree $p$ are used. The number of augmented features $d$ is determined by the combinatorial expression $\left(\begin{array}{c}\ell+p \\ p\end{array}\right)$, which can become much larger than the number of training points $n$. This poses a computational challenge as the optimization problem now involves a very large number of variables $d$.

"
"What is the core idea behind using kernels in ridge regression, and how do they enable solving an equivalent optimization problem in a potentially much smaller dimension?
","The core idea behind using kernels in ridge regression is to enable the computation of inner products in a high-dimensional feature space without explicitly computing the coordinates of the data in that space. This is achieved by using kernel functions, which take raw feature inputs and return their inner product in the augmented feature space. By using the kernel trick, one can solve an equivalent optimization problem in a smaller dimension, particularly over $n$ variables, which can be computationally more efficient when $n \ll d$.

"
"In the context of kernel ridge regression, what is the significance of the matrix $\boldsymbol{\Phi} \boldsymbol{\Phi}^{\top}$, and how is it related to inner products and similarity measures between data points?
","In kernel ridge regression, the matrix $\boldsymbol{\Phi} \boldsymbol{\Phi}^{\top}$ represents the matrix of inner products between all of the augmented data points. Each element in this matrix measures the ""similarity"" between the data points, capturing their relationship in the feature space. This matrix is significant because it allows the expression of the solution to ridge regression using an $n \times n$ matrix, which can be computationally more efficient to invert than the $d \times d$ matrix $\boldsymbol{\Phi}^{\top} \boldsymbol{\Phi}$.

"
"Provide the derivation for the optimal parameter vector $\mathbf{w}^{*}$ in kernel ridge regression using the Fundamental Theorem of Linear Algebra (FTLA). How does the FTLA facilitate the derivation?
","The derivation of the optimal parameter vector $\mathbf{w}^{*}$ in kernel ridge regression using the Fundamental Theorem of Linear Algebra (FTLA) involves expressing any vector $\mathbf{w} \in \mathbb{R}^{\ell}$ as a unique combination of vectors from the range $\mathcal{R}\left(\mathbf{X}^{\top}\right)$ and the nullspace $\mathcal{N}(\mathbf{X})$, leading to the expression $\mathbf{w}=\mathbf{X}^{\top} \mathbf{v}+\mathbf{r}$. By optimizing over the variables $\mathbf{v}$ and $\mathbf{r}$ instead of $\mathbf{w}$, and recognizing that the optimization over $\mathbf{r}$ is trivial (since $\mathbf{r}^*$ ends up being $\mathbf{0}$), we reduce the problem to optimizing an $n$ dimensional problem. By setting the gradient to $\mathbf{0}$ with respect to $\mathbf{r}$ and $\mathbf{v}$, we find that $\mathbf{w}^{*}=\mathbf{X}^{\top}\left(\mathbf{X} \mathbf{X}^{\top}+\lambda \mathbf{I}\right)^{-1} \mathbf{y}$. The FTLA facilitates the derivation by enabling the decomposition of the optimization problem into orthogonal subspaces, simplifying the computation of the optimal solution.

"
