,prompt,response
10,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Tom has 30 green balloons ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Tom has 30 green balloons  [/INST]  Tom has 30 green balloons  Tom has 30 green balloons Jim has 16 green balloons and Connie has 8 balloons less than Tom. How many green balloons does Connie have? </s>"" > </s>""  Tom has 30 green balloons Jim has 16 green balloons and Connie has 8 balloons less than Tom. How many green balloons does Connie have? How many green balloons does Jim have? How many green balloons does Connie have? How many green balloons does Connie have? How many green balloons does Jim have? How many green balloons does Connie have? How many green balloons does Jim have? How many green balloons does Connie have? How many green balloons does Connie have? How many green balloons does Jim have? How many green balloons does Connie have? How many green balloons does Connie have? How many green balloons does Jim have? </s"
11,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with The teacher decides to buy books for ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with The teacher decides to buy books for  [/INST]  The teacher decides to buy books for $ 8.7 each. If each book costs $15. How much profit is made if the books are all sold? </s>"" > </s>"" >

How much profit is made if the books are all sold? If 789 books are sold each, how many books sold total is the teacher actually making? </s>"" > </s>"" >

how much profit is made if 789 books are sold each, how many books sold total is the teacher actually making? If 1,776 books are sold, how many books sold total are they there? </s>"" >

how much profit is made if 823 books are sold each, how many books sold total are they there? if 50,000 books are sold to students? </s"
12,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Binura has 11 boxes ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Binura has 11 boxes  [/INST]  Binura has 11 boxes and Kamala has 7 less boxes than Binura. How many boxes does Kamala have? </s>"" > </s>""  Binura has 11 boxes and Kamala has 7 less boxes than Binura. How many boxes does Kamala have? How many boxes does Kamala have? </s>"" </s>""  How many boxes does Kamala have? How many boxes does Kamala have? </s>"" </s>"" How many boxes does Kamala have? How many boxes does Kamala have? </s>"" </s>"" </s>"" How many boxes does Kamala have? How many boxes does Kamala have? </s>"" </s>"" </s>"" How many boxes does Kamala have? How many boxes does Kamala have? </s>"" </s>"" </"
13,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Rosy has 9 chickens and ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Rosy has 9 chickens and  Richelle has 3 [/INST]  Rosy has 9 chickens and  Richelle has 3 more chickens than Rosy. When did Richelle get the 7 more chickens? </s>"" </s>"" </s>""  Rosy has 9 chickens and the rest of the chickens came from another hen she bought? </s>"" </s>"" </s>"" How many chickens did Rosy have anyway? </s>"" </s>"" </s>"" How many chickens did Rosy have anyway? How many came from another hen she bought? </s>"" </s>"" </s>"" How many chickens did Rosy have anyway? How many came from another hen she bought? How many chickens came from each hen together? </s>"" </s>"" How many chickens did Rosy have anyway? How many came from each hen together? How many"
14,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with vimaala has 20 acre land and ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with vimaala has 20 acre land and imaala has 10 [/INST]  vimaala has 20 acre land and imaala has 10 less acre land than vimaala. How much acre land does vimaala have? </s>"" > </s>"" >  vimaala has 20 acre land and imaala has 10 less acre land than vimaala. How much acre land does vimaala have? How much land does imaala have? </s>"" > </s>"" > How many acres of land does vimaala have? How many acres does imaala have? </s>"" > </s>"" > </s>"" How many acres of land does vimaala have? How many acres does imaala have? </s>"" </s>"" How many acres of land does imaala have? </s>"""
15,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Seth bought 20 cartons of ice cream and 2 ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Seth bought 20 cartons of ice cream and 2 utes [/INST]  Seth bought 20 cartons of ice cream and 2 utes and he used 4 of the cartons. How many cartons of ice cream does he have now? </s>"" > </s>"" >  Seth bought 20 cartons of ice cream and 2 utes and he used 4 of the cartons and 1 of the utes are no longer there? How many cartons of ice cream for 5 sets of 3? </s>"" > </s>"" >  Seth bought 20 cartons of ice cream and 2 utes and he used 6 of the cartons and 1 of the utes are no longer there? How many cartons of ice cream for 5 sets of 3? How many cartons of ice cream for 9 sets of 3? </s>"" > </s>"" >"
16,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with In fourth grade there were 42 students at the ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with In fourth grade there were 42 students at the __________.  [/INST]  In fourth grade there were 42 students at the recess. Half of them took the test. What is the average age of the students in each grade? </s>""  </s>"" </s>""  In fourth grade there were 42 students at the recess. Half of them took the test. What is the average age of the students in each grade? How many students are there in each grade? </s>"" </s>"" </s>"" How many students are there in each grade? How many pupils are there in all? How many pupils are there in all? </s>"" </s>"" </s>"" How many students are there in all? How many pupils are there in all? </s>"" </s>"" How many pupils are there in all? </s>"" </s"
17,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Rosy ran 7.3 mile ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Rosy ran 7.3 mile  [/INST]  Rosy ran 7.3 mile and walked 2 mile. How much farther did Rosy run than walk? </s>"" > </s>"" >  Rosy ran 7.3 mile and walked 2 mile. How much farther did Rosy run than walk? How many miles did Rosy walk? </s>"" > </s>"" > How far did Rosy walk? How many miles did Rosy walk? </s>"" > </s>"" How far did Rosy walk? How many miles did Rosy walk? </s>"" > </s>"" How far did Rosy run? How many miles did Rosy walk? How many miles did Rosy walk? </s>"" > </s>"" How far did Rosy run? How many miles did Rosy walk? </s>"" How many miles"
18,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with A cow gets 3 liters of ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with A cow gets 3 liters of _____ [/INST]  A cow gets 3 liters of _____ per day. If the cows get 7 liters of milk a day, how many days will it take? </s>"" </s>""  A cow gets 3 liters of milk. If the cows get 7 liters of milk a day, how many days will it take? If they drink 25 liters, how many liters will be drank total? </s>"" How many liters will be drunk total at 1 year? </s>"" How many liters will be drunk total at 5 years? </s>"" </s>"" How many liters will be drunk total at 9 years? </s>"" </s>"" How many liters will be drunk total at 7 years? </s>"" </s>"" </s>"" How many liters will be"
19,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Sunil is 20 years ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Sunil is 20 years  [/INST]  Sunil is 20 years old and his friend is 3 years younger than him. How old is the friend? </s>""  Sunil is 20 years old and his friend is 3 years older than him. How old is the friend? </s>"" How old is the friend? </s>"" How old is the son? </s>"" </s>"" How old is the son? </s>"" </s>"" How old is the son? </s>"" </s>"" </s>"" How old is the son? </s>"" [INST]  Sunil is 20 years old and his friend is 3 years younger than him. How old is the son? How old is the son? </s>"" How old is the son? </s>"" How old is the son? </s>"" How old is the son"
20,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Vimal spoke 2 hours but ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Vimal spoke 2 hours but  [/INST]  Vimal spoke 2 hours but  did not use any mobile phone. How much longer did Vimal use mobile phone than speak? </s>"" >  Vimal spoke 2 hours but did not use any mobile phone. How much longer did Vimal use mobile phone than speak? How much more time did Vimal use than speak? </s>"" > How many hours did Vimal use than speak? How many hours did Vimal use to talk on speakerphone? </s>"" </s>"" > How many hours did Vimal use but did not use mobile phone? How many hours did Vimal use to talk on speakerphone? </s>"" </s>"" > How many hours did Vimal use but did not use mobile phone? How many hours did Vimal use to talk on speakerphone? </s>"""
21,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with A crocodile walked 3 ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with A crocodile walked 3  [/INST]  A crocodile walked 3  miles and swam 2 miles. How much farther did crocodile walk than swam? </s>"" > </s>""  A crocodile walked 3  miles and swam 2 miles. How much farther did crocodile swim than swim? </s>"" > ""A crocodile walked 3 miles and swam 2 miles. How much farther did crocodile swim than swim? </s>"" How much farther did crocodile swim than swim? </s>"" How much water did crocodile swim? </s>"" </s>"" </s>"" How much water did crocodile swim? </s>"" </s>"" </s>"" How much water did crocodile swim? </s>"" </s>"" How much water did crocodile swim? </s>"" </s>"" > </s>"" How much"
22,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with A dog walked 5 ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with A dog walked 5  [/INST]  A dog walked 5  meters and ran 3 meters. How much farther did dog walk than run? </s>"" > </s>"" >  A dog walked 5 meters and ran 3 meters. How much farther did dog walk than run? How much farther did dog run? </s>"" > </s>"" > How much farther did dog walk than run? </s>"" > how much farther did dog run? </s>"" </s>"" How much farther did dog walk than run? </s>"" </s>"" how much farther did dog run? </s>"" </s>"" How much farther did dog walk than run? </s>"" </s>"" How much farther did dog run? </s>"" </s>"" How much farther did dog walk than run? </s>"" </s>"" How much farther did dog run?"
23,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Ravi had 6 balls in ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Ravi had 6 balls in ][/INST]  Ravi had 6 balls in his pocket and his friend gave him 7 balls. How many balls does Ravi have? </s>""  Ravi had 6 balls in his pocket and his friend gives him 7 balls. How many balls does Ravi have? How many balls does Ravi have? How many balls does his friend give him? </s>"" How many balls does Ravi have? How many balls does his friend have? How many balls does Ravi have? </s>"" How many balls does his friend have? How many balls does Ravi have? How many balls does the friend have? </s>"" </s>"" How many balls does his friend have? How many balls does the friend have? </s>"" How many balls does the friend have? </s>"" How many balls does Ravi"
24,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Melanie grew 139 turnips ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Melanie grew 139 turnips  [/INST]  Melanie grew 139 turnips. Her father picked 85 turnips and gave Melanie 100. How many turnips does Melanie have now? </s>"" > </s>"" > </s>"" > How many turnips does Melanie have now? How many turnips did her father pick? </s>"" > </s>"" > How many turnips does Melanie have now? How many turnips did her father pick? </s>"" > </s>"" > How many turnips does Melanie have now? How many turnips did her father pick? </s>"" > </s>"" > How many turnips did her father pick? How many turnips does she have now? </s>"" > </s>"" > How many turnips did her father pick? How many turnips does Melanie have now? </s>"" > </s"
25,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Lewis then went to see the oranges being ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Lewis then went to see the oranges being !! [/INST]  Lewis then went to see the oranges being auctioned at the department store. He bought 2 razors for $ 2.69, and 3 bowls of oranges for $ 3. He spent $ 17 in the store. How much money did Lewis earn? </s>"" </s>"" </s>"" > </s>""  Lewis then went to see the oranges being auctioned at the department store. He bought 2 razors for $ 2.69, and 3 bowls of oranges for $ 3. He spent $ 17 in the store. How much money did Lewis earn? How much money did Lewis spend? If the oranges were sold for $ 6.74 and the department store sold them for $ 25, how much cash was spent? </s>"" > </s>"" </s>"" How much money"
26,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Jerry had 18 plants, ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Jerry had 18 plants,  Jerry [/INST]  Jerry had 18 plants, he gave Sunil 16 of the plants. How many plants does Jerry have now? </s>"" > </s>"" > </s>""  Jerry had 18 plants, he gave Sunil 16 of the plants. How many plants does Jerry have now? He collected 14 more plants from Sunil earlier but has not yet put all of the plants into plants. How many plants does Jerry have now? </s>"" > </s>"" > How many plants does Jerry have now? He collected 14 more plants from Sunil earlier but has not yet put all of the plants into plants. How many plants does Jerry have now? How many plants does Jerry have now? How many plants does Jerry have now? </s>"" </s>"" </s>"" 7 days ago, he put 40 trees into shr"
27,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Ranga is 46 years ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Ranga is 46 years  [/INST]  Ranga is 46 years old and Akila is 9 years older than Rasika. How old is Akila? </s>"" > </s>""  Ranga is 46 years old and Akila is 9 years older than Rasika. How old is Akila? How old is Ranga? How old is Rasika? </s>"" if there are 6 children of 6 different age groups in a class; how old is the group with all 6 children? </s>""  if there are 6 children of 6 different age groups in a class; how old is the group with all 6 children? How old are the children of 3 different age groups grouped together? </s>"" </s>"" How old is the group of 3 children of 3 different age groups together? </s>"" </s>"" </s>"" How old"
28,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Kalan has 12 bottles ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Kalan has 12 bottles  [/INST]  Kalan has 12 bottles and Nimal has 6 fewer bottles than Kalan. How many bottles does Nimal have? </s>""  </s>""  Kalan has 12 bottles and Nimal has 6 fewer bottles than Kalan. How many bottles does Nimal have? How many bottles does Kamal have? </s>"" </s>"" </s>"" How many bottles does Nimal have? How many bags have there? </s>"" </s>"" How many bags has there? How many bags has there? </s>"" </s>"" How many bags has there? How many bags has there? </s>"" </s>"" How many bags has there? How many bags has there? </s>"" How many bags has there? How many bags has there? </s>"" How many bags has there? How"
29,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Mickey ordered 12 pizzas. One ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Mickey ordered 12 pizzas. One iced [/INST]  Mickey ordered 12 pizzas. One iced and 3 were left out. How many pizzas did Mickey have left? </s>"" <s>"" How many pizzas did Mickey order? There were 5 left out of pizzas. If he ate 6 of each pizza, how many pizzas would he have? </s>"" </s>"" > </s>"" How many pizzas did Mickey order? There were 5 left out of pizzas. If he ate 6 of each pizza, how many pizzas would he have? If he ate 9 of each pizza and 4 were left out, how many pizzas would he have? </s>"" </s>"" How many pizzas did Mickey order? There were 8 left out of pizzas. If he ate 7 pizzas and 4 were left out, how"
30,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with I walk in every 1 ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with I walk in every 1  hour [/INST]  I walk in every 1 hour and run every 3 hours. How long do I walk in 6 hours? </s>"", ""how long do I run in? </s>"" )  How long do I walk in? </s>"", 2 hours total and 3 hours total? </s>"", ""how long do I walk in? </s>"", 30 minutes total and 5 hours total? </s>"", ""how long do I run in? </s>"", 5 hours total and 4 hours total? </s>"", ""how long does my mother walk to work? </s>"", ""how long do I walk to school? </s>"", ""how long do I run to school? </s>"" > </s>"", 41 minutes total and 6 hours total? </s>"","
31,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Kelly has 121 Nintendo games. ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Kelly has 121 Nintendo games.  Kelly [/INST]  Kelly has 121 Nintendo games. She got 64 more games today. How many Nintendo games does Kelly have? </s>"" > </s>"" >

"" How many Nintendo games does Kelly have? How many Nintendo games does Kelly have? How many Nintendo games does Kelly have now? </s>"" > </s>"" if you use 5 games from 4 days ago and 20 from today, how much did Kelly have to play? </s>"" </s>"" </s>"" How many Nintendo games does Kelly have? How many Nintendo games does Kelly have to play now? How many Nintendo games does Kelly have to start with? </s>"" </s>"" How many Nintendo games does Kelly have? How many Nintendo games does Kelly have now? How many Nintendo games does Kelly have to start with? </s>"" </s"
32,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Disha has 05 gowns in 5 ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Disha has 05 gowns in 5 ices [/INST]  Disha has 05 gowns in 5 ices and Akila has 9 less gowns than Disha. How many gowns does Akila have? </s>""  Shan has 05 gowns in 5 ices and Akila has 9 less gowns than Disha. How many gowns does Akila has? How many gowns does Disha have? </s>"" > </s>"" > </s>"" Jan 3, 2017 | 7:00 pm, 5:00 pm Bytes and 207 pencils are needed. How many gowns does Disha have? </s>"" How many gowns does Disha have? </s>"" </s>"" How many gowns does Disha have? </s>"" </s>"" How many gowns does Disha have? </s>"""
33,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with The Sumata family drove ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with The Sumata family drove __________________________________________________________ The Sumata family drove 11 miles with 3 [/INST]  The Sumata family drove 11 miles with 3 children in each car and the friends took 4 miles. How many miles did they drive in total? </s>""  The sumata family drove 11 miles with 3 children in each car and the friends took 4 miles. How many miles did they drive in total? How many children did they drive in total? </s>"" </s>"" How many children did they drive in total? How many cars did they drive together? </s>"" </s>"" How many cars did they drive together? </s>"" </s>"" How many cars did they drive together? </s>"" </s>"" How many cars did they drive together? </s>"" How many children did they drive together? </s>"" </s>"" How"
34,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Supun is 11 pounds ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Supun is 11 pounds  [/INST]  Supun is 11 pounds  Sam is 9 pounds more than Supun. How much does Sam weigh? </s>"" > </s>"" > </s>""  Supun is 11 pounds Sam is 9 pounds more than Supun. How much does Sam weigh? Sam weighs 28 pounds. How much does Sam weigh in kilograms? </s>"" > "" Sam weights 28 pounds. How much weight is in pounds? </s>"" > </s>"" > 2 7 kg children are put together in 5 minutes. What is the total weight of the children? </s>"" </s>"" </s>"" > </s>"" > </s>"" > How much weight is in pounds? </s>"" > </s>"" > How much weight is in pounds? </s>"" > How much weight is in pounds? </s>"" >"
35,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Ravi had 9 deposits in his ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Ravi had 9 deposits in his urn [/INST]  Ravi had 9 deposits in his urn and his father gave him 7 more. How many deposits does Ravi have now? </s>"" >  Ravi had 9 deposits in his urn and his father gave him 7 more. How many deposits does Ravi have now? How many deposits does Ravi have now? How many deposits does Ravi have now? How many deposits does Ravi have now? How many deposits does Ravi have now? How many deposits does Ravi have now? How many deposits does Ravi have now? How many deposits does Ravi have now? How many deposits does Ravi have now? How many deposits does Ravi have now? How many deposits does Ravi have now? How many deposits does Ravi have now? How many deposits does Ravi have"
36,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with 40 friends have decided to ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with 40 friends have decided to  go sledding. [/INST]  40 friends have decided to go sledding. It is planned to have a sledding trip of 12. Then they will start a sledding tour. How many can go sledding together? </s>""  40 friends have decided to go sledding. It is planned to have a sledding trip of 12. Then they will start a sledding tour. How many can go sledding together? How many sledding days will they have together? How many sledding days will they have together? </s>"" </s>"" If 3 friends go sledding, how many sledding days will they share together? </s>"" </s>"" </s>"" How many friends go sledding? </s>"" </s>"" How many friends go sledding? </s>"" </s>"" How many friends"
37,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Bala is 74 years old ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Bala is 74 years old  [/INST]  Bala is 74 years old and his friend is 17 years younger than him. How old is the friend? </s>""  Bala is 74 years old and his friend is 17 years younger than him. How old is the friend? Find the number of years the friend is 3 years older than Bala. </s>"" </s>"" </s>""  Bala is 74 years old and his friend is 17 years older than him. How old is the friend? Find the number of years the friend is 3 years older than Bala. In 1 year his friend is 11 years older than him. Find the number of years the friend is 3 years older than Bala. </s>"" </s>"" How old is the friend now? </s>"" </s>"" How old is the friend now? </s"
38,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Ramela had 8 fresh apples in ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with Ramela had 8 fresh apples in  [/INST]  Ramela had 8 fresh apples in her bag and her mother gave him 8 more apples. How many apples does Ramela have? </s>""  How many apples does Ramela have? </s>"" </s>"" How many apples does Ramela have? </s>"" Is there a total of 15 apples? </s>"" </s>"" How many apples does Ramela have? </s>"" How many apples does Ramela have? </s>"" How many apples does Ramela have? </s>"" How many apples does Ramela have? </s>"" How many apples does Ramela have? </s>"" How many apples does Ramela have? </s>"" How many apples does Ramela have? </s>"" How many apples does Ramela have? </s>"" How many apples does Ramela have"
39,"""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with 2 beavers were working on ","""<s> [INST] Considering math constraints and units, using English language, Create a math word problem starting with 2 beavers were working on  [/INST]  2 beavers were working on   a farm when 2 beavers were killed. What is the total number of beavers working on the farm? </s>"", 2012, 10, 20 </s>""  2 beavers were working on a farm when 2 beavers were killed. What is the total number of beavers working on the farm? How many unkilled beavers are left working there? </s>"", 2012, 10, 20 </s>"" How many unkilled beavers are left working there? </s>"", 2012, 10, 20 </s>"" How many unkilled beavers are left working there? </s>"", 2012, 10, 20 </s>"" How many unkilled beavers are left working there? </s>"", 2012, 10, 22 </s>"" How many"
